代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
000001.SH,上证综指,1999-06-07,1287.46,1326.61,1285.15,1326.52,13072.82,1566229000
000001.SH,上证综指,1999-06-08,1336.03,1341.64,1319.5,1333.64,13638.32,1619835000
000001.SH,上证综指,1999-06-09,1334.85,1350.14,1323.99,1348.61,12810.83,1563229200
000001.SH,上证综指,1999-06-10,1371,1382.07,1353.56,1364.35,18278.63,2487743000
000001.SH,上证综指,1999-06-11,1364.28,1376.78,1359.28,1370.39,13764.89,1884119000
000001.SH,上证综指,1999-06-14,1382.53,1427.77,1382.53,1427.71,17337.06,2526166200
000001.SH,上证综指,1999-06-15,1453.33,1477.14,1366.65,1387.59,26646.87,3748468000
000001.SH,上证综指,1999-06-16,1402.35,1460.17,1402.3,1460.17,20061.05,2520722400
000001.SH,上证综指,1999-06-17,1483.06,1501.02,1450.2,1501.01,27755.62,3648613600
000001.SH,上证综指,1999-06-18,1511.88,1516.13,1480.98,1498.92,26350,3611750400
000001.SH,上证综指,1999-06-21,1506.83,1546.61,1503.4,1546.41,23396.71,3069874800
000001.SH,上证综指,1999-06-22,1551.88,1564.45,1524.5,1564.44,22159.98,3170865800
000001.SH,上证综指,1999-06-23,1571.27,1606.5,1566.63,1606.5,25758.86,3026881600
000001.SH,上证综指,1999-06-24,1615.63,1654.55,1611.99,1654.11,31166.18,3762046400
000001.SH,上证综指,1999-06-25,1665.99,1705.21,1591.08,1593.86,40443.16,5781329200
000001.SH,上证综指,1999-06-28,1606.28,1693.16,1606.28,1693.16,29139.4,4138804000
000001.SH,上证综指,1999-06-29,1722.74,1742.15,1691.34,1739.21,31556.77,4010595600
000001.SH,上证综指,1999-06-30,1755.56,1756.18,1666.01,1689.43,34109.04,4885793200
000001.SH,上证综指,1999-07-01,1678.84,1678.84,1540.03,1560.79,25032.69,3126123000
000001.SH,上证综指,1999-07-02,1570.56,1620.54,1532.44,1613.53,22709.08,3438451200
000001.SH,上证综指,1999-07-05,1627.25,1630.38,1573.73,1581.82,17791.64,2420693200
000001.SH,上证综指,1999-07-06,1568.83,1580.23,1504.37,1517.25,12505.97,1796851600
000001.SH,上证综指,1999-07-07,1515.16,1568.67,1507.55,1568.65,12282.01,1572137700
000001.SH,上证综指,1999-07-08,1579.14,1591.13,1560.43,1577.99,12900.2,1439775300
000001.SH,上证综指,1999-07-09,1577.79,1594.58,1563.16,1584.75,12388.38,1343695700
000001.SH,上证综指,1999-07-12,1588.38,1589.9,1545.56,1559.73,12319.17,1408962800
000001.SH,上证综指,1999-07-13,1547.34,1547.34,1511.43,1524.82,8994.4,1240941800
000001.SH,上证综指,1999-07-14,1526.98,1559.66,1526.22,1559.52,9511.56,1120753200
000001.SH,上证综指,1999-07-15,1565.04,1567.83,1545.07,1549.34,9129.38,1597420100
000001.SH,上证综指,1999-07-16,1547.46,1547.61,1512.78,1519.74,8891.16,1493488700
000001.SH,上证综指,1999-07-19,1500.45,1509.99,1473.23,1479.08,8147.15,1235493500
000001.SH,上证综指,1999-07-20,1476.03,1574.75,1471.51,1574.6,11258.25,1731110400
000001.SH,上证综指,1999-07-21,1586.89,1626.95,1573.7,1609.81,20722.8,2792592000
000001.SH,上证综指,1999-07-22,1606.86,1606.86,1548.5,1550.73,13715.32,1784447600
000001.SH,上证综指,1999-07-23,1552.25,1597.18,1552.24,1585.98,11003.22,1330113400
000001.SH,上证综指,1999-07-26,1592.41,1607.07,1587.38,1602.03,10225.52,1245123200
000001.SH,上证综指,1999-07-27,1605.37,1607.05,1580.82,1590.71,9525.99,1161682800
000001.SH,上证综指,1999-07-28,1592.45,1609.79,1584.25,1597.2,9484.13,1070165400
000001.SH,上证综指,1999-07-29,1610.12,1615.75,1585.84,1595.86,7986.5,874300100
000001.SH,上证综指,1999-07-30,1599.94,1605.27,1587.34,1601.46,8163.63,1456164300
000001.SH,上证综指,1999-08-02,1607.06,1622.38,1603.37,1616.28,10094.56,1165873700
000001.SH,上证综指,1999-08-03,1622.3,1626.91,1609.12,1626.84,10195.63,1262796200
000001.SH,上证综指,1999-08-04,1630.99,1649.26,1630.99,1649.13,12379.58,1528651100
000001.SH,上证综指,1999-08-05,1654.53,1658.69,1641.86,1653.54,12885.92,1462173900
000001.SH,上证综指,1999-08-06,1655.31,1656.59,1601.84,1646.59,15532.71,1921333600
000001.SH,上证综指,1999-08-09,1650.28,1651.64,1624.72,1628.84,11510.44,1348022400
000001.SH,上证综指,1999-08-10,1622.97,1623.03,1597.22,1602.15,9513.72,1244001900
000001.SH,上证综指,1999-08-11,1598.02,1607.68,1574.71,1583.4,7091.29,947012000
000001.SH,上证综指,1999-08-12,1583.51,1594.89,1566.71,1575.64,5655.27,743380000
000001.SH,上证综指,1999-08-13,1581.23,1591.49,1569.3,1571.9,4933.75,667683300
000001.SH,上证综指,1999-08-16,1568.9,1570.21,1546.84,1560.07,5240.4,726984600
000001.SH,上证综指,1999-08-17,1562.56,1596.15,1562.56,1576.41,7168.33,898064400
000001.SH,上证综指,1999-08-18,1578.26,1582.02,1555.98,1581.93,5605.04,682044800
000001.SH,上证综指,1999-08-19,1587.9,1645.84,1587.87,1637.74,12933.97,1547297600
000001.SH,上证综指,1999-08-20,1645.54,1651.17,1627.04,1628.93,10684.26,1181764400
000001.SH,上证综指,1999-08-23,1631.44,1645,1626.95,1645,10083.89,1064361600
000001.SH,上证综指,1999-08-24,1650.54,1655.14,1638.96,1648.47,10704.37,1096098100
000001.SH,上证综指,1999-08-25,1649.61,1651.09,1618.54,1625.77,8452.9,926788800
000001.SH,上证综指,1999-08-26,1622.17,1638.23,1615.86,1638.23,7140.3,823946700
000001.SH,上证综指,1999-08-27,1642.06,1644.47,1627.26,1633.9,7405.02,822311600
000001.SH,上证综指,1999-08-30,1635.55,1637.31,1614.45,1619.04,7774.13,895662600
000001.SH,上证综指,1999-08-31,1622.88,1630.01,1609.8,1627.12,5946.37,735498400
000001.SH,上证综指,1999-09-01,1627.82,1629.08,1595.96,1599.55,5778.72,685913700
000001.SH,上证综指,1999-09-02,1591.58,1614.11,1572.42,1611.96,6259.44,813446000
000001.SH,上证综指,1999-09-03,1613.3,1614.41,1583.45,1587.89,5283.49,685659700
000001.SH,上证综指,1999-09-06,1577.51,1577.56,1556.83,1560.68,4024.25,553917700
000001.SH,上证综指,1999-09-07,1558.86,1574.65,1556.74,1562.79,3981.18,467192000
000001.SH,上证综指,1999-09-08,1563.62,1581.93,1563.61,1571.6,3706.19,417984700
000001.SH,上证综指,1999-09-09,1590.71,1675.26,1590.7,1675.12,14986.95,1974242000
